full_text,retweet_count,user_followers_count,favorite_count,created_at,pos_score,neg_score,sent_score
clean countri sole respons sweeper We citizen join hand swachhbharat mycleanindia,3,167518,25,Tue Jul 30 11:30:00 +0000 2019,0.25,1.625,-1
To make peopl awar harm effect plastic amp discourag use member ncc carri cleanl,5,615,0,Tue Jul 30 11:24:35 +0000 2019,0.5,0.75,-1
press coverag lucknow swachh bharat summer internship sbsi swachhsumm swachhbharat youth yuvabharat moya,0,1534,4,Tue Jul 30 11:03:55 +0000 2019,0.0,0.0,0
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk bhagalpur bihar conduct cleanli awar session swachhsumm swachhbharat youth yuvabharat moya,0,1534,5,Tue Jul 30 11:01:36 +0000 2019,0.5,0.0,1
puri municip carri citi wide cleanli drive includ dust sweep amp garbag collect part mycleanindia movement swachhbharat,4,167518,43,Tue Jul 30 11:00:00 +0000 2019,0.625,0.25,1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk nawada bihar conduct cleanli drive sever public place swachhsumm swachhbharat youth yuvabharat moya,0,1534,5,Tue Jul 30 10:59:29 +0000 2019,0.0,0.625,-1
No action yet there sever tweet action taken swachhbharat,0,35,0,Tue Jul 30 10:55:44 +0000 2019,0.75,0.625,1
need improv basic servic hgh propaganda travel maharashtra express pune shegaon coach ac tier sleeper dirti travel It shame cleanli hygien not swachhbharat,0,33,0,Tue Jul 30 10:52:03 +0000 2019,1.5,2.25,-1
swachhbharat becom moment whole india take activ particip,1,3499,5,Tue Jul 30 10:43:33 +0000 2019,0.5,0.5,-1
pic sukhipura societi near nava sharda mandir school look condit apnuamdawad the garbag van come thier free time whenev want come No dustbin put sinc long ahmedabad swachhbharat,3,397,2,Tue Jul 30 10:40:19 +0000 2019,0.625,0.25,1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,7,1905,1,Tue Jul 30 10:30:24 +0000 2019,0.0,0.0,0
member indian armi along local swachhagrahi carri cleanli drive agsi bagga jammu amp kashmir part swachhbharat mission mycleanindia,3,167518,48,Tue Jul 30 10:30:00 +0000 2019,0.375,0.0,1
what swachhhabit swachhbharat here swachhhabit greenhabit cleanindiahabit http,7,42,0,Tue Jul 30 10:20:21 +0000 2019,0.0,0.0,0
cyob carri your own bottl bag An initi reduc plastic bhopal municip corpor R initi swachhbhop bhopalmunicipalcorpor bhopalsmartc mycleanindia swachhbharat cyob,0,2817,1,Tue Jul 30 10:16:44 +0000 2019,0.5,0.0,1
govern begun take small step tap wte big potenti read new initi space renew watch magazin cover stori month visit wastemanag swachhbharat smartcitiesmiss biocng industrialwast,0,454,0,Tue Jul 30 10:16:04 +0000 2019,1.25,0.75,1
shop shop garbag collect drive conduct bmc sbm ward bhopal th juli swachhbhop swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu,0,2817,1,Tue Jul 30 10:13:57 +0000 2019,0.0,0.0,0
outin sourc segreg garbag collect bhopal municip corpor ward zone bhopal th juli swachhbhop swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu,0,2817,2,Tue Jul 30 10:12:41 +0000 2019,0.25,0.25,-1
let take pledg keep surround clean work toward mission swachhbharat togeth mycleanin,3,9,0,Tue Jul 30 10:12:03 +0000 2019,0.125,0.0,1
cleanli drive swachh bharat mission bmc choksey nagar ward bhopal th juli swachhbhop swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu,0,2817,1,Tue Jul 30 10:11:40 +0000 2019,0.375,0.0,1
swachhta jagrukta plantat amp provis drum water conserv swachhagrahi sakaratmak soch team amp school teacher pragatisheel govt school piplani bhopal th juli swachhbhop swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu,0,2817,1,Tue Jul 30 10:10:23 +0000 2019,0.0,0.25,-1
even sweep drive initi municip corpor bhopal zone bhopal th juli swachhbhop swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu,0,2817,1,Tue Jul 30 10:07:19 +0000 2019,0.25,0.25,-1
extens swachhta drive bmc sbm kushabhau thakr parisar ward bhopal th juli swachhbhop swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu,0,2817,1,Tue Jul 30 10:06:04 +0000 2019,0.0,0.0,0
bhopal municip corpor undertook garbag collect drive zone bhopal th juli swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu swachhbhop sourcesegreg greenandblu,0,2817,1,Tue Jul 30 10:04:18 +0000 2019,0.25,0.25,-1
swachhagrahi ukhrul manipur carri cleanli amp plastic collect drive part swachhbharat mission mycleanindia,9,167518,54,Tue Jul 30 10:00:00 +0000 2019,0.375,0.0,1
swachhbharat mikey mukesh commissionersmc Hi mukesh thank reach u We recommend contact moud look urban area team swachh bharat gramin swachhbharat zsbp,0,535,0,Tue Jul 30 09:53:28 +0000 2019,0.0,0.125,-1
cleanli drive bmc sbm ward bhopal th juli swachhbhop swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu,0,2817,1,Tue Jul 30 09:49:20 +0000 2019,0.375,0.0,1
It becom increasingli clear taken swachhbharat mission liter busi collect garbag parti,0,598,3,Tue Jul 30 09:46:47 +0000 2019,1.0,0.875,1
youth volunt nykskhammam telangana clean lake amp drain part jalshaktiabhiyan savewat swachhbharat,4,53868,9,Tue Jul 30 09:44:34 +0000 2019,0.0,0.125,-1
bhopal municip corpor carri cleanli drive citi part mycleanindia movement swac,1,85,0,Tue Jul 30 09:42:42 +0000 2019,0.375,0.125,1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk nalanda bihar conduct,1,252,0,Tue Jul 30 09:32:24 +0000 2019,0.0,0.0,0
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk nalanda bihar conduct awar program cleanli drive public place swachhsumm swachhbharat youth yuvabharat moya,1,1534,7,Tue Jul 30 09:31:55 +0000 2019,0.0,0.125,-1
bhopal municip corpor carri cleanli drive citi part mycleanindia movement swachhbharat,1,167518,13,Tue Jul 30 09:31:00 +0000 2019,0.375,0.125,1
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,6,1905,1,Tue Jul 30 09:30:29 +0000 2019,0.125,0.0,1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk prakasam andhra pradesh conduct tree plantat cleanli program swachhsumm swachhbharat youth yuvabharat moya,0,1534,5,Tue Jul 30 09:25:08 +0000 2019,0.375,0.0,1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk bokaro jharkhand conduc,1,53868,0,Tue Jul 30 09:24:06 +0000 2019,0.0,0.0,0
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk bokaro jharkhand conduct variou cleanli activ swachhsumm swachhbharat youth yuvabharat moya,1,1534,10,Tue Jul 30 09:18:17 +0000 2019,0.625,0.375,1
youth volunt nehru yuva kendra nyk hoshangabad madhya pradesh carri cleanli drive part swachh bharat summer internship sbsi swachhsumm swachhbharat youth yuvabharat moya,0,1534,6,Tue Jul 30 09:14:36 +0000 2019,0.0,0.0,0
jkp newspick bihar amazingli beauti madhubani railway station paint local artist wel done indianrailway madhubani k mithila paint practic mithila region bihar amp nepal swachhbharat swachhbharatabhiyan cleanindia railway art histori,9,7479,17,Tue Jul 30 09:09:57 +0000 2019,0.0,0.0,0
A night time dust sweep amp cleanli drive carri near model town market road magob surat swachhb,5,70,0,Tue Jul 30 09:03:29 +0000 2019,0.375,0.0,1
nighttim cleanli activ conduct local author near aspa mandir road godadra part,4,70,0,Tue Jul 30 09:03:04 +0000 2019,0.5,0.0,1
youth volunt nyk phek nagaland dug compost pit place garbag can public place part swachh bharat summer internship sbsi swachhsumm swachhbharat youth yuvabharat moya,0,1534,11,Tue Jul 30 09:00:58 +0000 2019,0.0,0.125,-1
student lakshmibai nation colleg physic educ thiruvananthapuram kerala carri campu cleanli drive part swachhbharat mission mycleanindia,5,167518,29,Tue Jul 30 09:00:00 +0000 2019,0.875,0.0,1
lead citi swachhataleagu keep surround neat amp clean mycleanindia swachhbharat swachhsu,4,85,0,Tue Jul 30 08:56:50 +0000 2019,1.0,0.75,1
wast segreg awar campaign resound success sunday morni,6,1,0,Tue Jul 30 08:50:04 +0000 2019,1.125,0.125,1
today discuss techniqu wast dispos segreg meet held,3,1,0,Tue Jul 30 08:49:59 +0000 2019,0.25,0.0,1
youth volunt nehru yuva kendra nyk gajapati orissa made wall paint public place theme clean amp plastic free villag part swachh bharat summer internship sbsi swachhsumm swachhbharat youth yuvabharat moya,1,1534,4,Tue Jul 30 08:35:35 +0000 2019,0.875,0.5,1
help US with our shramdaan cleanli drive for cleandelhi swachhbharat gt gt buy here gt gt,6,1905,0,Tue Jul 30 08:30:20 +0000 2019,1.375,0.0,1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,6,1905,0,Tue Jul 30 08:30:10 +0000 2019,0.0,0.0,0
lead citi swachhataleagu keep surround neat amp clean mycleanindia swachhbharat swachhsurvekshanleagu,4,167518,12,Tue Jul 30 08:30:00 +0000 2019,1.0,0.75,1
youth volunt nehru yuva kendra nyk faridkot punjab plant sapl part swachh bharat summer internship sbsi swachhsumm swachhbharat youth yuvabharat moya,0,1534,4,Tue Jul 30 08:29:53 +0000 2019,0.0,0.0,0
collector lead front ensur proper implement mobeach cleanli drive cleanenviron swachhbharat swachhbharatabhiyan puri odisha,0,3720,9,Tue Jul 30 08:20:55 +0000 2019,1.125,0.0,1
and man behind swachhbharat busi check bucketlist Or mayb part govt neweducationpolici bjpfail tnrejectsbjp bewareindia mediafail,0,5,0,Tue Jul 30 08:17:54 +0000 2019,0.875,0.0,1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk dharmapuri tamil nadu carri cleanli drive well drain swachhsumm swachhbharat youth yuvabharat moya,1,1534,4,Tue Jul 30 08:16:26 +0000 2019,0.0,0.0,0
bhubaneswar municip corpor carri citi wide cleanli drive includ road sweep garbag lift door door garbag collect swachhbharat mycleanindia,4,56189,15,Tue Jul 30 08:11:52 +0000 2019,0.625,0.125,1
ward pleas look drain choke sinc month near jai santosh mata chawl siddharth path mulund coloni mulund west mumbai clean monsoon swachhbharat swachhmumbai,0,212,0,Tue Jul 30 08:05:17 +0000 2019,0.375,1.125,-1
invest sanit swachhbharat led rapid reduct open defec india thi major health impact futur includ reduct stunt amp diarrheal diseas,82,23180,280,Tue Jul 30 08:00:45 +0000 2019,2.75,0.875,1
make peopl awar harm effect plastic amp discourag use member ncc carri cleanli awar campaign aligarh part swachhbharat mission mycleanindia,5,167518,33,Tue Jul 30 08:00:00 +0000 2019,1.375,0.75,1
what hyderabad inspect all well I think time target check hyderabad restaur fast food centr swachhbharat saytonostalefood,0,73,0,Tue Jul 30 07:45:28 +0000 2019,0.875,0.0,1
press clip regard plantat drive held differ area chandigarh citi mycleanindia mycleanchandigarh swachhbharat swachhmanch,0,1658,3,Tue Jul 30 07:39:14 +0000 2019,0.75,0.0,1
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,6,1905,0,Tue Jul 30 07:30:25 +0000 2019,0.125,0.0,1
As part ongo swachhatapakhwada nbcfdc organis cleanli awar drive delhi includ nukkad natak amp garbag collect sensit peopl keep surround neat amp clean swachhbharat mycleanindia,1,167518,18,Tue Jul 30 07:30:00 +0000 2019,2.125,0.75,1
creat awar swachhata amongst citizen member jan shikshan sansthan organis cleanli walk doddaballapura bangalor part swachhbharat mission mycleanindia,1,167518,21,Tue Jul 30 06:57:00 +0000 2019,0.875,0.0,1
We need take concret step improv wast manag system that day truli swachhbharat,1,10671,5,Tue Jul 30 06:51:06 +0000 2019,2.25,0.5,1
youth volunt nehru yuva kendra nyk nand maharashtra conduct variou activ part swachh bharat summer internship sbsi like cleanli drive public place amp awar campaign swachhsumm swachhbharat youth yuvabharat moya,0,1534,3,Tue Jul 30 06:42:57 +0000 2019,0.625,0.5,1
youth volunt nehru yuva kendra nyk churachandpur manipur place garbag bin public place collect tin wast part swachh bharat summer internship sbsi swachhsumm swachhbharat youth yuvabharat moya,0,1534,10,Tue Jul 30 06:39:42 +0000 2019,0.125,0.125,-1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,6,1905,0,Tue Jul 30 06:30:40 +0000 2019,0.0,0.0,0
student govt degre colleg R S pura jammu amp kashmir carri campu cleanli drive clean walkway dispos garbag amp trim hedg beautifi surround swachhbharat mycleanindia,1,167518,25,Tue Jul 30 06:30:00 +0000 2019,0.875,0.375,1
bhubaneswar municip corpor carri citi wide cleanli drive includ road sweep garbag lift,4,27,0,Tue Jul 30 06:10:19 +0000 2019,0.625,0.125,1
distribut swachh rank gvmc st quarter april june distribut award swachh hotel market rw O,3,4,0,Tue Jul 30 06:08:46 +0000 2019,0.25,0.0,1
swachhbharat A call volunt ncc nss nyk come join world largest janandolan swachh swasthabharat make real differ summer swachhsumm sbsi swachhbharat zsbp,0,535,0,Tue Jul 30 06:08:13 +0000 2019,0.25,0.625,-1
onset monsoon spread hepat A viru infect peopl excret viru two week one week appear jaundic swachhbharat,0,215,0,Tue Jul 30 06:02:04 +0000 2019,0.25,0.625,-1
bhubaneswar municip corpor carri citi wide cleanli drive includ road sweep garbag lift bush cut door door garbag collect swachhbharat mycleanindia,4,167518,28,Tue Jul 30 06:00:00 +0000 2019,1.0,1.25,-1
read la la illala pooja read islam law constitut swachhbharat go promot istinja big way accord sangh insid,2,1527,2,Tue Jul 30 05:59:04 +0000 2019,0.875,0.125,1
conduct awar ralli swachh survekshan import wast segreg amp plastic ban duvvada main road gvmc,2,4,0,Tue Jul 30 05:56:47 +0000 2019,1.375,0.125,1
workshop rural wast manag held wathoora kamavida kam avida shrinagar swachhbharat mycleanindia clean solidwast wastemanag read,0,83,0,Tue Jul 30 05:33:44 +0000 2019,0.875,0.375,1
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,6,1905,0,Tue Jul 30 05:30:09 +0000 2019,0.125,0.0,1
An attempt achiev swachhbharat bengaluru sound unachiev howev strict vigil corrupt free offici must appoint tab follow strictli,0,47,0,Tue Jul 30 05:22:44 +0000 2019,1.875,3.0,-1
member lahar foundat carri weekli cleanli drive yamuna ghat new delhi part swachhbharat mission mycleanindia,20,167518,112,Tue Jul 30 05:22:22 +0000 2019,0.375,0.0,1
youth volunt nehru yuva kendra nyk karimganj assam carri cleanli drive part swachh bharat summer internship sbsi swachhsumm swachhbharat youth yuvabharat moya,0,1534,4,Tue Jul 30 05:19:31 +0000 2019,0.0,0.0,0
volunt nykspithoragarh uttarakhand spread awar import cleanli amp water conserv beauti wall paint organ swachhta campaign are savewat swachhbharat sbsi,6,53868,25,Tue Jul 30 05:18:25 +0000 2019,2.375,0.375,1
rain programm manag solidwast wastewat slrm held august ideal coordin state projectmanag district projectmanag swachhbharat mission,0,1204,2,Tue Jul 30 05:12:38 +0000 2019,0.625,0.375,1
swachhbharat RT paramiy inspir stori brijesh prajapati juanpur district uttarpradesh overcam rang challeng construct toilet home hi stori swachhbharat swachhbharat zsbp,0,535,0,Tue Jul 30 05:09:17 +0000 2019,0.75,0.375,1
hiruvananthapuram corpor prepar wast manag plan kamavida kam avida thiruvananthapuram swachhbharat mycleanindia clean solidwast wastemanag read,0,83,0,Tue Jul 30 05:07:40 +0000 2019,0.875,0.375,1
As part swachh bharat summer internship sbsi youth volunt reivon club mogura cooper nehru yuva kendra karimganj assam plant sapl swachhsumm swachhbharat youth yuvabharat moya,1,1534,3,Tue Jul 30 04:59:13 +0000 2019,0.0,0.0,0
doorstep plastic segreg chandigarh municip corpor tabl draft wast manag bylaw kamavida kam avida chandigarh swachhbharat mycleanindia clean solidwast wastemanag read,0,83,0,Tue Jul 30 04:52:14 +0000 2019,0.875,0.375,1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk hajipur bihar conduct cleanli drive street public place swachhsumm swachhbharat youth yuvabharat moya,0,1534,4,Tue Jul 30 04:45:24 +0000 2019,0.0,0.125,-1
just dri wast centr function ward bengaluru kamavida kam avida bengaluru swachhbharat mycleanindia clean solidwast drywast read,0,83,0,Tue Jul 30 04:39:56 +0000 2019,0.875,0.625,1
young swachhagrahi took upon clean street amp clear garbag local area chandel manipur part mycleanindia movement swachhbharat,4,56189,6,Tue Jul 30 04:34:46 +0000 2019,0.5,0.375,1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,5,1905,0,Tue Jul 30 04:30:30 +0000 2019,0.0,0.0,0
swachhbharat true letter amp spirit where els sikkim,4,4457,14,Tue Jul 30 04:25:13 +0000 2019,0.5,0.375,1
solid wast manag remain giant problem delhi kamavida kam avida delhi swachhbharat mycleanindia clean solidwast wastemanag read,1,83,0,Tue Jul 30 04:24:20 +0000 2019,2.125,1.0,1
insan protest anyth kuchbhi To appear like promot product peebuddi hey push competit product gogirl while use ensur adher swachhbharat,0,347,0,Tue Jul 30 04:20:57 +0000 2019,0.0,0.0,0
attent need swachhbharat,2,149,0,Tue Jul 30 04:09:13 +0000 2019,0.25,0.25,-1
uberindia train cab driver spit road cleanindia swachhbharat As global tech giant contribut citi cleanli,0,283,0,Tue Jul 30 03:52:51 +0000 2019,0.875,1.75,-1
beauti basaveshwar rob gogt circl rob belagavi cleanbelagavi swachhbharat swachhbelagavi,4,1692,33,Tue Jul 30 03:49:42 +0000 2019,0.0,0.0,0
rickshaw driver continu spit paan told twice stop spit caus diseas like TB but will understand strict rule like fine must impli stop swachhbharat swachhbharatabhiyan,0,5,1,Tue Jul 30 03:45:30 +0000 2019,1.75,0.5,1
pleas work also dwarka beauti citi pleas swachhbharat abhiyan It break heart support modiji see main religi citi like alreadi pleas,0,133,0,Tue Jul 30 03:40:42 +0000 2019,2.375,0.5,1
PM relentless focu improv standard live poor effici execut ujjwala lpg pmay hous swachhbharat toilet amp saubhagya electr paid rich dividend via,0,10574,0,Tue Jul 30 03:38:59 +0000 2019,0.625,2.0,-1
Ji whi swachhbharat till date We want clean india green india most welcom In mere guz,0,150,0,Tue Jul 30 03:38:17 +0000 2019,1.125,1.0,1
hitesh ask amin feroz khan urin outsid pub public pune amin shahbaz arabaz other abus abduct h,98,12,0,Tue Jul 30 03:37:55 +0000 2019,0.0,1.75,-1
munnar famili last week went sightse popular tourist spot none place basic trash basket held cup biscuit wrapper amp dispos plate till return hotel dispos swachhbharat swachhbharatabhiyan,0,40,0,Tue Jul 30 03:32:30 +0000 2019,0.875,1.0,-1
wait final We hazrat nizamuddin railway station big unveil today keep watch space live updat meformyc swachhbharat,0,1041,7,Tue Jul 30 03:31:31 +0000 2019,0.375,0.125,1
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,5,1905,0,Tue Jul 30 03:30:17 +0000 2019,0.125,0.0,1
school child join u definit got josh high swachhbharat swachhkarkalabrigad,0,328,7,Tue Jul 30 02:43:03 +0000 2019,0.375,0.0,1
I hope peopl stop throw bottl irrespons open find safe way dispos swachhbharat swachhkarkalabrigad,0,328,3,Tue Jul 30 02:40:49 +0000 2019,1.0,0.875,1
past sunday clean area around chaturmukha basadi We join student snv school bahubali ashram our strength swachhbharat swachhkarkalabrigad week cleanrevolut,1,8,5,Tue Jul 30 02:36:35 +0000 2019,0.375,0.375,-1
now day social media use spread more hate manipul fact not much construct work present real fact god know r head wish get back basic late swachmann swachhbharat,0,47,0,Tue Jul 30 02:36:01 +0000 2019,1.5,1.25,1
dispos use liquor bottl public place public menac torment karkala We alreadi petit karkala polic take prevent action futur swachhbharat swachhkarkalabrigad week,0,8,4,Tue Jul 30 02:34:03 +0000 2019,1.625,0.5,1
As v conclud year long awar drive saveourbeach v thank k volunt particip unifi goal swachhbharat ji,9,1342,15,Tue Jul 30 02:10:29 +0000 2019,0.0,0.0,0
attent need swachhbharat,2,14,5,Tue Jul 30 02:07:21 +0000 2019,0.25,0.25,-1
wonder much dispar proclama,1,12,0,Tue Jul 30 02:03:30 +0000 2019,1.25,0.25,1
smt upma chawdhri secretari youth affair moya address nss volunt functionari himachalpradesh,5,77,0,Tue Jul 30 01:47:00 +0000 2019,0.5,0.0,1
garbag cafe ambikapur nagarnigam chattisgarh provid food kg plastic wast thi concept replic state district swachhbharat,0,80,0,Tue Jul 30 01:36:38 +0000 2019,0.75,0.875,-1
shud bill parliament strictli enforc hotel india wast food mani leav plate ghmc foodbank hungerfre hyderabad eliminatehung sdg swachhbharat mycleanindia civilkhan,0,122,0,Tue Jul 30 01:19:21 +0000 2019,0.375,0.875,-1
the busi commun jitteri post budget she done good job defenc minist time get someon like financ minist your scheme like swachhbharat jalshaktiabhiyan fail miser,0,655,0,Tue Jul 30 01:19:18 +0000 2019,1.875,0.25,1
fifth day swachh bharat summer internship nitpi boy girl hostel premis volunt hour,3,2,0,Tue Jul 30 01:17:09 +0000 2019,0.25,0.0,1
cheatedhomebuy alway advoc swachhbharat swachh realest No one suffer way hb suffer savejpwishtown hbneedgovtsupport wewantourhom,32,290,18,Tue Jul 30 01:06:54 +0000 2019,0.5,0.375,1
tweet signifi import PM swachhbharat swasthabharat scheme from rampart red fort tal,1,321,0,Tue Jul 30 00:34:44 +0000 2019,0.875,0.5,1
tweet signifi import PM swachhbharat swasthabharat scheme from rampart red fort talk clean govt system bank mind street health servic corrupt practic real estat amp fool raga saga amp opposit laugh,1,11,1,Mon Jul 29 23:39:30 +0000 2019,2.5,2.625,-1
intern swachhbharat summer internship collabor organis awar programm,7,2187,0,Mon Jul 29 19:48:23 +0000 2019,0.5,0.0,1
swachhbharat open dump yard raj nagar extens near KW srisht societi thank gda ignor help achiev swach bharat abhiyan alreadi post earlier post,0,2,1,Mon Jul 29 18:52:43 +0000 2019,0.25,1.125,-1
except yoga day celebr swachhbharat stunt bjp parti ear modi mammoth social problem countri manvswild unnao internationaltigerday articl A yogirajgundaraj tigerstateofindia unnaocas pmmodiondiscoveri viratkohli unnaocasetwist,0,542,2,Mon Jul 29 18:07:23 +0000 2019,0.0,1.25,-1
kudo swachhbharat mission initi visionari prime minist ji,0,131,1,Mon Jul 29 17:45:30 +0000 2019,1.375,0.0,1
ias organ art competit theme swachh bharat mission via mycleanindia swachhbharat swachhataleagu,0,10110,4,Mon Jul 29 17:30:44 +0000 2019,0.0,0.0,0
th day swachh bharat summer internship present quiz swachh bharat abhiyaan jal shakti abhiyaan rai,1,22,0,Mon Jul 29 17:19:39 +0000 2019,0.0,0.0,0
press clip regard UT administr issu draft notif ban singl use pen razor myclean,2,696,0,Mon Jul 29 16:59:44 +0000 2019,0.625,0.0,1
gwalior varanasi bundelkhand exp jhansi divis first train indian railway fit bio toilet On jhansi divis ncr reach anoth mileston fit bio toilet coach swachhbharat,29,25179,88,Mon Jul 29 16:46:53 +0000 2019,1.5,0.0,1
youth volunt nehru yuva kendra nyk haridwar uttarakhand amp be bhagirath collect wast plastic bottl use,3,241,0,Mon Jul 29 16:45:35 +0000 2019,0.125,0.0,1
yesterday conduct cleanli plantat drive hauz kha We take care regularli more pic,7,71,0,Mon Jul 29 16:45:10 +0000 2019,0.5,0.0,1
modismaninbelagavi such dynam energi level leader north karnataka work like non stop swachhataabhiyan everi sunday sinc year swachhbharat,0,235,0,Mon Jul 29 16:43:07 +0000 2019,0.375,0.5,-1
young swachhagrahi took upon clean street amp clear garbag local area chandel manipur,3,615,0,Mon Jul 29 16:39:51 +0000 2019,0.5,0.25,1
Ok post ji fan home one amp half year old babi keep place clean pose realli meant sweep hous everytim I hope sweet initi keep india clean swachhbharat,0,3,1,Mon Jul 29 16:39:30 +0000 2019,2.375,1.75,1
swachhagrahi organis tree plantat drive buxar bihar part mycleanindia initi swachhbhara,7,615,0,Mon Jul 29 16:35:42 +0000 2019,0.375,0.0,1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,7,1905,1,Mon Jul 29 16:30:11 +0000 2019,0.0,0.0,0
lead citi swachhataleagu keep surround neat amp clean swachhbharat mycleanindia swachhsurvekshanleagu,0,39,0,Mon Jul 29 16:21:18 +0000 2019,0.625,0.375,1
yet anoth garbag feed point ravi river chamba himach pradesh swachhbharat must reach hilli area,1,2,0,Mon Jul 29 16:15:38 +0000 2019,0.25,0.0,1
pink coach seem cosmet n skindeep GM nfr know wd nvr travel nfr nor top brass Or MP Bt citizen discern abt swachhbharat cant b fool,0,53,0,Mon Jul 29 16:04:20 +0000 2019,0.5,0.125,1
help US with our shramdaan cleanli drive for cleandelhi swachhbharat gt gt buy here gt gt,6,1905,0,Mon Jul 29 16:00:29 +0000 2019,1.375,0.0,1
add sabhyabharat swachhbharat We need becom attract tourist destin well,0,179,0,Mon Jul 29 15:52:53 +0000 2019,2.125,0.625,1
swachhbharat bull eye great move,1,107,0,Mon Jul 29 15:32:52 +0000 2019,0.0,0.0,0
yesterday conduct cleanli plantat drive hauz kha We take care regularli more pic join u wemeantoclean swachhbharat mycleanindia cleandelhi airpollut delhipollut delhincr delhi,7,1905,1,Mon Jul 29 15:30:44 +0000 2019,0.5,0.0,1
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,6,1905,0,Mon Jul 29 15:30:41 +0000 2019,0.125,0.0,1
friend share lota wash khule mein shaauch scene don lynch pmmodiondiscoveri beargryl manvswild swachhbharat swachhbharatabhiyan,0,19,0,Mon Jul 29 15:24:46 +0000 2019,0.375,0.125,1
In haridwar district uttarakhand intern swachhbharat summer internship adopt innov way reus pl,8,40,0,Mon Jul 29 15:16:34 +0000 2019,0.875,0.125,1
volunt u cleandelhi let offer shramdaan swachhbharat join u,6,1905,0,Mon Jul 29 15:15:30 +0000 2019,0.0,0.0,0
yet anoth garbag feed point ravi river chamba himach pradesh swachhbharat must reach hilli area pollut immens,1,780,0,Mon Jul 29 15:00:50 +0000 2019,0.25,0.0,1
wonder much dispar proclam meerut citi plan benefit limit lucknow westup forgotten dust carpet makeindia swachhbharat,1,167,1,Mon Jul 29 14:44:10 +0000 2019,1.25,0.25,1
n especi speak margin claim right the nefari design whitewash name aesthet much jnu swachhbharat manual scaveng,0,114,2,Mon Jul 29 14:42:32 +0000 2019,0.472,1.153,-1
n and year later scrub clean wall name swachhbharat such sanitis serf hegemon puppet current VC engin polici silenc critic thought,0,114,0,Mon Jul 29 14:42:31 +0000 2019,1.25,1.5,-1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,6,1905,0,Mon Jul 29 14:30:13 +0000 2019,0.0,0.0,0
sir I suppos plastic ban gurgaon pleas help cow mother eat garbag swachhbharat the problem plastic stop cost sikanderpur gurgaon,0,10,1,Mon Jul 29 14:24:09 +0000 2019,0.25,0.75,-1
worker local hospit godavari district andhra pradesh carri cleanli drive around ho,1,184,0,Mon Jul 29 14:07:11 +0000 2019,1.0,0.125,1
swachhagrahi carri cleanli drive dhabaleswar cuttack part swachhbharat mission mycleani,1,184,0,Mon Jul 29 14:05:47 +0000 2019,0.375,0.0,1
young swachhagrahi ncc particip cleanli drive bangalor work toward mission achiev,3,184,0,Mon Jul 29 14:03:31 +0000 2019,0.375,0.125,1
member green dream foundat recent organis cleanli amp garbag collect drive man sagar lake jaipur part swachhbharat mission mycleanindia,12,167518,75,Mon Jul 29 14:00:00 +0000 2019,0.375,0.125,1
india sanit revolut hinterland countri led woman becom much,1,20,0,Mon Jul 29 13:57:28 +0000 2019,0.875,0.0,1
